"SKU","STORE","COST","RETAIL"
5468157,3102,10.25,6.00
9394522,9002,66.99,42.00
4087358,1509,11.50,12.50
9246028,2603,27.00,14.50
1193355,407,16.75,19.75
9708150,7507,19.77,21.49
6666122,2207,5.50,3.00
9337241,3003,6.90,26.25
318541,6604,14.73,16.02
9330471,8404,19.90,11.25
9822508,4104,14.10,7.99
1247822,5102,13.00,14.00
6237606,3704,24.40,35.00
7110809,1502,16.98,38.00
7479903,2804,15.40,19.72
7010603,9709,34.96,38.00
6873039,2603,26.00,16.50
3699014,807,25.00,34.50
456309,8102,18.75,11.25
7433287,2603,16.75,35.00
9264809,3603,54.28,59.00
4807438,2303,28.50,17.25
2189705,8707,12.50,19.50
3967433,2303,16.00,19.50
6307897,2404,14.00,17.50
3174044,4109,23.20,25.22
4458002,7103,5.39,10.00
3091151,3202,29.00,29.99
5576418,903,22.09,24.01
2813943,3602,23.50,15.47
6876934,1509,3.04,2.50
2177837,8302,32.00,39.50
8678541,5304,8.12,8.82
3836782,4307,14.00,19.75
5238911,5202,28.29,34.50
2730907,3702,5.67,12.84
5896816,1302,13.50,17.00
2402658,704,9.24,22.00
2204530,3503,6.39,6.94
3918207,4003,5.75,3.00
9108403,8902,10.00,8.50
5157690,3109,8.00,8.00
1001671,902,14.00,15.39
1116029,4302,31.73,17.04
6692958,2603,11.30,8.00
606822,1702,3.36,2.00
3737453,5404,26.00,29.99
4776667,9503,13.50,8.89
6456942,2503,3.44,2.03
7146638,3202,24.25,20.00
4147535,4303,8.80,11.00
8478476,409,12.40,25.50
6826974,9103,10.00,12.64
5136503,1403,26.00,14.75
2922204,3509,125.00,250.00
1659046,1509,26.98,29.33
8196170,704,18.00,10.00
1377413,3902,14.50,15.00
3246293,3507,48.75,24.37
4566997,8102,9.00,6.00
5858459,507,33.97,36.92
53018,3003,9.50,28.00
9530088,6302,16.92,38.25
6792430,7002,15.25,20.00
9273741,3407,29.25,28.70
5370378,1002,17.80,42.00
5023083,5502,23.10,20.00
8826709,3707,16.99,18.47
7360325,2004,7.20,16.00
7777442,7407,24.75,24.75
3367625,7104,17.50,22.50
8928322,4303,25.42,16.00
5031199,1709,15.14,16.45
5797426,2207,32.50,32.50
6546279,2204,48.33,25.83
4218356,209,9.75,7.25
357857,103,47.35,51.47
8098717,6204,47.60,29.75
9486694,1709,10.88,5.99
1057749,2707,9.00,9.99
3177348,2904,10.46,15.00
3087807,2704,3.90,8.88
9672485,3902,12.06,7.49
2338546,6002,9.50,5.50
3146964,4504,26.16,28.43
6623279,6604,20.40,9.75
4172352,5204,28.50,30.98
3169701,309,21.75,23.64
1817002,6403,26.55,28.86
9339811,1707,21.83,23.73
8696058,1607,36.08,22.00
8476131,1602,38.64,42.00
4816391,3004,12.95,9.75
7377903,3202,6.84,4.50
9067232,1004,9.90,12.50
6640266,3807,3.27,3.55
7439691,6204,14.20,29.00
8109668,4209,158.84,172.66
6892840,204,13.50,22.50
2988356,1207,13.00,7.25
506576,1704,25.75,17.40
2816921,7202,20.00,14.59
1851628,2607,10.81,11.75
1092110,2304,23.49,4.99
9863252,8209,9.26,10.07
5333041,707,9.00,20.00
5026122,2109,8.00,5.51
3391321,1402,22.21,24.38
1882950,2604,17.25,17.14
9877873,7303,36.75,24.50
5342095,2409,12.41,13.48
5696099,103,16.28,19.53
982850,4303,4.50,3.75
9407635,8302,29.72,32.30
6672995,1709,13.50,5.99
6849997,7202,4.25,9.99
9376782,6009,28.48,30.95
6177940,3102,12.80,8.00
6976427,1007,6.40,4.20
4759579,4203,18.21,49.00
3509635,2702,26.52,28.83
4590224,7902,11.75,34.00
7629703,3604,5.68,29.62
9417158,3507,6.80,5.99
2997410,2804,20.15,24.99
5378515,2402,9.00,13.88
5059524,2502,18.07,19.64
7918514,2607,9.00,9.25
6447032,2704,21.21,23.05
6334285,2804,35.67,22.25
1354024,3707,18.28,19.87
2460368,9402,9.60,26.00
4142723,2609,32.09,20.00
9247334,8503,16.83,10.00
2617651,2303,59.50,29.99
1908236,3202,18.00,11.97
5597035,2404,16.36,10.00
2694651,8403,22.98,24.98
4740533,8407,20.33,22.10
4158017,4307,14.25,16.25
9209038,2007,1.90,3.00
5578927,6009,21.05,49.50
3389914,2502,18.00,30.00
7152022,6004,19.00,5.99
8347907,5803,21.35,37.00
8162789,1107,30.00,69.00
8654826,7003,30.82,16.75
5907645,3209,7.50,6.08
8454149,8102,16.76,18.22
7196558,2009,20.21,10.77
2508595,3707,35.98,39.11
7891352,4603,7.74,5.00
9638900,4309,7.50,15.00
6437040,2702,28.50,19.50
2764412,9603,73.31,29.99
9982178,5604,6.50,2.99
7714350,2103,12.00,20.00
3580538,4902,10.00,10.87
1686841,103,24.90,14.25
1836008,2204,3.17,2.47
4028039,4807,110.00,57.50
1596831,6902,68.06,42.00
6777300,6604,9.30,10.11
8744306,4409,11.05,17.62
8938478,102,35.75,42.50
9048207,8202,54.00,79.50
9031506,1502,9.00,28.00
8966782,1707,16.75,17.33
6006648,2109,13.50,7.81
7058933,7403,26.40,44.00
6324232,2702,15.25,10.48
1751565,8309,18.75,7.99
8077347,3407,14.34,26.13
9827444,2303,6.00,5.99
7098371,4007,31.50,21.50
1278778,6104,30.50,70.00
2297661,2609,10.10,21.50
9067926,6009,14.50,8.00
6014764,2503,6.75,7.50
5587451,103,7.75,10.00
3704419,6002,29.33,17.25
3184078,1304,27.31,17.09
4309672,2804,4.13,4.49
6988642,3407,16.92,25.46
8992068,8109,17.00,9.50
4768307,403,17.00,27.00
9684048,8302,37.96,41.26
8766778,4807,15.50,36.75
7878077,3603,11.40,9.50
4458574,7004,22.38,24.33
5150819,3707,9.67,10.51
5817778,7902,51.58,56.06
3521585,4307,18.14,19.72
8068966,7003,13.13,17.50
9414018,8109,34.50,9.99
4596607,609,21.90,36.50
8212566,4802,23.60,14.75
1732050,2402,1.78,5.00
2967373,1402,14.00,19.00
8187280,1107,2.10,3.00
1591468,1202,12.66,13.76
8336447,3007,29.25,27.57
2877363,203,16.28,22.00
4879382,2504,13.50,22.78
1238137,709,27.17,29.53
889231,6203,83.50,79.99
3579335,6202,8.75,6.00
7634210,1909,6.25,4.50
3289586,3709,7.50,19.00
5894105,707,27.06,17.00
7563919,3603,1.95,1.50
2836518,7502,31.50,69.00
8998981,102,18.00,25.00
2447236,2509,6.92,5.00
9918331,209,49.00,27.50
2118049,8404,95.27,103.55
8488836,2109,9.03,9.82
8638003,8604,27.61,30.01
6944045,2604,16.36,10.00
7836029,8703,52.00,27.50
4622566,9304,27.09,19.75
8154082,3502,26.00,14.00
772528,4409,14.33,29.25
3307898,4802,26.78,29.75
3158731,7102,42.63,25.00
5106018,4603,12.00,24.99
2036624,707,30.75,21.00
7759233,9304,8.90,13.39
7013867,1007,1.68,1.27
7804238,2409,15.75,9.68
3769082,309,8.00,19.99
2668774,2707,30.60,74.00
6520892,6304,6.90,24.00
949530,1207,7.50,9.99
9467343,2204,2.05,3.00
8907095,7007,19.78,12.25
4573605,3007,9.00,20.00
7857359,8404,22.48,19.99
3594160,3209,32.00,17.25
988968,3002,8.50,14.50
7578744,9202,8.80,14.00
6630621,2707,31.00,69.00
2097392,3204,10.40,9.41
7950387,1103,1.65,1.50
7536288,3207,48.75,23.65
9947777,6202,31.16,39.00
757438,7407,11.20,12.17
7336549,1904,8.22,6.06
3571423,4307,16.50,9.75
8577439,707,22.39,24.33
6402109,3407,17.63,11.87
1007749,7907,9.00,10.00
7507984,7902,21.15,22.50
6919901,4804,37.90,41.19
4919024,2603,10.89,22.50
6652420,7403,16.24,7.39
8478844,4109,9.90,11.00
2786150,3407,19.00,44.00
5307368,9709,14.34,19.50
5566264,809,21.60,36.00
93028,7107,17.78,20.00
332205,3609,14.45,15.70
5183487,9409,2.50,5.00
3018,707,10.50,18.19
2808418,2502,33.60,43.00
6722711,909,8.78,9.54
1049736,4502,5.90,4.00
5822142,3202,18.84,11.50
4018455,3307,6.60,4.50
2549522,8302,20.50,42.00
4327923,4109,18.00,11.25
5847428,7602,33.00,17.00
5258283,3109,12.17,13.22
197596,4209,34.75,17.37
7458430,7502,15.33,18.25
5221394,3909,16.21,17.61
8816023,407,17.00,9.75
9248434,9304,12.75,14.99
6549541,107,1.75,6.00
2126714,307,32.68,35.52
638062,1203,12.41,13.49
7200941,2603,14.00,8.75
2173799,2204,39.75,19.87
1031300,4202,12.48,13.56
7459164,4209,22.92,24.91
924324,3009,27.28,29.65
7596463,4902,14.82,9.75
6904218,1704,7.00,9.50
2037642,3909,17.98,44.00
4968065,3207,29.00,58.00
194048,1904,26.00,59.00
9068414,8902,44.75,44.75
3103610,2102,8.36,8.00
9287872,504,25.88,17.25
1550703,3304,27.50,14.00
6585,7703,19.42,21.11
5069209,3303,9.00,11.00
6186218,1502,14.25,8.12
7058483,6503,9.00,5.99
6316135,1003,20.00,13.50
9354676,7107,51.50,44.64
1011316,5104,27.00,18.44
3317032,5302,17.40,14.75
3153713,2607,22.08,14.00
7528252,2402,17.00,20.00
336506,304,25.50,32.00
554761,2807,14.02,10.50
858662,8102,40.00,39.99
7027895,102,19.80,11.00
1719793,9302,13.00,18.00
4353289,2409,9.31,20.00
6696159,504,90.00,49.75
8564305,9806,14.40,20.00
1222658,2004,9.30,20.00
5681171,7104,28.66,31.16
4138256,2402,16.00,20.00
159239,3707,31.60,49.99
4408959,3103,5.75,4.99
5370092,1103,9.00,29.00
5104487,2102,23.60,14.75
2467708,4907,16.50,21.00
6983094,9804,9.20,17.25
3694446,4902,11.00,21.75
2501579,8602,16.00,8.75
1638368,4202,26.41,28.70
3227226,2207,3.84,5.00
4166295,3607,23.75,25.82
6837618,1003,11.99,19.00
9436305,4109,28.00,6.99
1228898,2702,23.50,34.50
3706722,1107,21.10,19.81
9690103,9909,4.00,12.00
1637899,3202,16.76,18.22
5868634,5402,25.00,19.99
83116,2307,7.85,6.25
6267378,2202,5.75,6.46
4508696,8204,31.91,34.68
9526315,6102,21.25,10.62
5237830,9804,40.00,44.50
4166968,1004,2.25,6.00
9637451,802,15.85,22.50
3007299,4802,25.25,13.62
5116967,103,10.00,7.29
1301473,3409,20.50,18.75
9437916,5102,27.40,29.78
9786822,2202,4.20,2.50
6137461,3007,15.50,10.38
9127041,6102,18.70,19.99
3988559,4409,20.79,22.60
696689,2202,3.40,2.00
2254490,2303,22.14,4.99
5886212,1707,9.60,20.00
8558473,1004,52.46,57.03
4788188,4407,21.94,23.85
7720752,1104,7.67,8.34
8907114,709,15.00,9.98
9517934,3507,20.00,14.75
2142885,4704,14.75,14.75
7622626,3202,22.48,15.00
3734761,2109,20.95,22.77
5468157,3107,10.25,5.50
9394522,9204,66.99,42.00
4087358,1602,11.50,12.50
9246028,2604,27.00,14.50
1193355,409,16.75,19.75
9708150,7907,19.77,21.49
6666122,2209,5.50,3.07
9337241,3102,6.90,26.25
318541,6703,14.73,16.02
9330471,8409,19.90,11.25
9822508,4109,14.10,7.99
1247822,5202,13.00,14.00
6237606,3707,24.40,17.50
7110809,1509,16.98,38.00
7479903,3209,18.20,29.00
9560125,6703,33.12,36.00
6873039,3003,26.00,16.50
3699014,809,30.00,49.99
456309,8403,18.75,22.50
7433287,2604,16.75,35.00
9264809,4503,54.28,59.00
4807438,2307,28.50,34.50
3166601,302,13.75,14.75
3967433,3003,16.00,19.50
6307897,2407,14.00,8.75
3174044,4207,23.20,25.22
4458002,7303,5.39,10.00
3091151,3207,29.00,29.99
5576418,1002,22.09,24.01
2813943,3603,23.50,15.00
6876934,1602,3.04,2.50
2177837,8402,32.00,39.50
6917310,103,14.00,19.75
3836782,4404,14.00,19.75
5238911,5302,28.29,34.50
2730907,3704,5.67,12.84
5896816,1307,13.50,19.03
2402658,709,9.24,22.00
2204530,3602,6.39,6.94
3918207,4203,5.75,5.99
9108403,9002,10.00,8.50
5157690,3307,8.00,4.00
1001671,903,14.00,15.39
1116029,4303,34.00,18.00
6692958,2604,11.30,8.00
606822,1703,3.36,2.00
3737453,5503,26.00,14.75
6674850,103,13.50,18.55
6456942,2504,3.44,2.03
7146638,3302,24.25,20.00
4147535,4307,8.80,5.50
8478476,503,12.40,29.99
6826974,9303,10.00,12.64
5136503,1404,26.00,29.99
3473867,102,7.50,11.90
1659046,1609,26.98,29.33
8196170,903,18.00,10.00
1377413,4003,14.50,9.99
3246293,3603,48.75,24.37
4566997,8202,9.00,5.20
5858459,509,33.97,36.92
53018,3004,9.50,21.38
9530088,6902,16.92,38.25
6792430,7007,15.25,35.00
9273741,3409,29.25,28.70
5370378,1003,17.80,42.00
5023083,5802,23.10,20.00
8826709,3807,16.99,18.47
7360325,2007,7.20,16.00
7777442,7507,24.75,24.75
3367625,7204,17.50,22.50
8928322,4604,20.15,32.00
5031199,1807,15.14,16.45
5797426,2209,32.50,32.50
6546279,2207,48.33,25.83
4218356,303,9.75,7.25
357857,203,47.35,51.47
8098717,6302,47.60,59.50
9486694,2007,10.88,7.73
1057749,3002,13.50,20.10
3177348,2907,10.46,15.00
3087807,2804,3.90,4.50
9672485,3909,12.06,7.49
2338546,6102,9.50,5.50
3146964,5004,26.16,28.43
6623279,6704,20.40,9.75
4172352,5404,28.50,30.98
3169701,402,21.75,23.64
1817002,6404,26.55,28.86
9339811,2009,21.83,23.73
8696058,1609,36.08,22.00
8476131,1607,38.64,42.00
4816391,3204,12.95,9.70
7377903,3302,6.84,4.50
9067232,1007,9.90,9.24
6640266,4007,3.27,3.55
7439691,6209,14.20,29.00
8109668,4302,158.84,172.66
6892840,209,13.50,22.50
2988356,1302,13.00,8.50
506576,1707,25.75,17.40
2816921,7302,20.00,13.50
1851628,2707,10.81,11.75
1092110,2402,23.49,4.99
9863252,8309,9.26,10.07
5333041,709,9.00,20.00
5026122,2207,8.00,5.50
3391321,1403,22.21,24.38
1882950,2607,17.25,17.14
9877873,7503,36.75,24.50
5342095,2502,12.41,13.48
5696099,202,16.28,22.00
982850,4307,4.50,3.62
9407635,8402,29.72,32.30
6672995,1909,13.50,5.99
6849997,7402,4.25,9.99
9376782,6109,28.48,30.95
6177940,3302,12.80,8.00
6976427,1009,6.40,4.20
4759579,4204,18.21,39.00
3509635,2707,26.52,28.83
4590224,7907,11.75,36.00
7629703,3702,5.68,29.62
9417158,3807,6.80,5.99
2997410,2807,20.15,13.50
5378515,2502,9.00,13.87
5059524,2503,18.07,19.64
7918514,2609,9.00,9.25
6447032,2707,21.21,23.05
6334285,2809,35.67,22.25
1354024,3807,18.28,19.87
2227227,202,8.75,14.15
4142723,2707,32.09,20.00
9247334,8803,16.83,10.00
2617651,2409,59.50,34.75
1908236,3402,18.00,12.00
5597035,2504,16.06,12.51
2694651,8503,22.98,24.98
1283733,709,32.00,17.00
4158017,4703,12.25,21.37
9209038,2104,1.90,3.00
5578927,6102,21.05,49.50
3389914,2503,18.00,30.00
7152022,7303,19.00,5.99
8347907,5804,21.35,37.00
8162789,1203,30.00,69.00
8654826,7103,30.82,17.25
5907645,3309,7.50,4.50
8454149,8204,16.76,18.22
7196558,2109,20.21,11.00
2508595,3807,35.98,39.11
7891352,4702,7.74,5.00
9638900,4409,7.50,15.00
6437040,2704,28.50,19.50
2764412,9609,73.31,29.99
9982178,6002,6.50,2.99
7714350,2104,12.00,20.00
9757153,204,15.17,16.49
1686841,504,24.90,14.25
1836008,2207,3.17,2.47
4028039,7703,110.00,57.50
1596831,6904,68.06,42.00
6777300,6704,9.30,10.11
8744306,5102,11.05,17.62
8938478,107,35.75,42.50
9048207,8403,74.50,79.99
1056771,102,10.75,17.50
8966782,1709,16.75,17.33
6006648,2209,13.50,7.81
7058933,8603,26.40,66.00
6324232,2704,15.25,10.48
1751565,8404,18.75,7.99
8077347,3409,14.34,19.50
9827444,2304,6.00,8.99
7098371,4109,31.50,43.00
1278778,6304,30.50,70.00
2297661,2704,10.10,21.50
9067926,6209,14.50,8.00
6014764,2509,6.75,8.13
5587451,203,7.75,10.00
3704419,6004,29.33,17.25
3184078,1404,27.31,17.09
4309672,2907,4.13,4.49
6988642,3409,16.92,19.00
8992068,8209,17.00,9.50
4768307,407,17.00,18.00
9684048,8402,37.96,41.26
8766778,4903,15.50,36.75
7878077,4103,11.40,9.50
4458574,7007,22.38,24.33
5150819,3802,9.67,10.51
5817778,8902,51.58,56.06
3521585,4403,18.14,19.72
8068966,7004,13.13,23.45
9414018,8209,34.50,18.75
4596607,704,21.90,36.50
8212566,4902,23.60,14.75
1732050,2404,1.78,5.00
2967373,1502,14.00,18.71
8187280,1109,2.10,1.50
1591468,1602,12.66,13.76
8336447,3009,29.25,27.57
2877363,204,16.28,19.99
4879382,2509,13.50,25.50
1238137,809,27.17,29.53
889231,6403,83.50,79.99
3579335,6302,8.75,6.00
7634210,2007,6.25,4.50
3289586,4109,7.50,19.00
5894105,1004,27.06,17.00
7563919,3604,1.95,1.50
2836518,7507,31.50,69.00
8998981,202,18.00,25.00
2447236,2607,6.92,5.00
9918331,709,49.00,27.50
2118049,8503,95.27,103.55
8488836,2202,9.03,9.82
8638003,8703,27.61,30.01
6944045,2607,16.36,10.00
7836029,8707,52.00,27.50
4622566,9503,27.09,19.75
8154082,3503,26.00,13.71
772528,4502,14.33,29.25
3307898,4807,26.78,29.75
3158731,8002,42.63,25.00
5106018,4604,12.00,30.00
2036624,1602,30.75,21.00
7759233,9309,8.90,6.00
7013867,1104,1.68,1.27
7804238,2502,15.75,8.75
3769082,402,8.00,14.00
2668774,2807,30.60,74.00
6520892,6403,6.90,19.00
949530,1307,7.50,9.99
9467343,2207,2.05,2.95
8907095,7107,19.78,12.25
4573605,3009,9.00,20.00
7857359,9304,22.48,19.99
3594160,3302,32.00,17.74
988968,3502,8.50,7.25
7578744,9209,8.80,14.00
6630621,9204,31.00,69.00
2097392,3207,10.40,6.50
7950387,1109,1.62,1.23
7536288,3302,48.75,23.65
9947777,6302,31.16,39.00
757438,7507,11.20,12.17
7336549,2203,8.22,6.06
3571423,4407,16.50,9.75
8577439,807,22.39,24.33
6402109,3502,17.63,11.87
1007749,8402,13.50,20.10
7507984,8202,21.15,22.50
6919901,5504,37.90,41.19
4919024,2609,10.89,22.50
6652420,7603,16.24,7.39
8478844,4209,9.90,11.00
2786150,3409,19.00,44.00
5307368,9909,14.34,19.50
5566264,909,21.60,36.00
93028,7303,17.78,20.00
332205,3702,14.45,15.70
8520831,502,2.37,2.58
3018,809,10.50,18.19
2808418,2504,33.60,29.24
6722711,1009,8.78,9.54
1049736,4702,5.90,4.00
5822142,3207,18.84,11.50
4018455,3407,6.60,4.50
2549522,8402,20.50,42.00
4327923,4202,18.00,11.25
5847428,7902,33.00,17.00
5258283,3204,12.17,13.22
197596,4303,34.75,17.37
7458430,7602,15.33,18.25
5221394,4004,16.21,17.61
8816023,502,17.00,9.75
9248434,9404,12.75,14.99
6549541,202,1.75,6.00
2126714,407,32.68,35.52
638062,1204,12.41,13.49
7200941,2607,14.00,14.63
2173799,2207,39.75,19.88
1031300,4302,12.48,13.56
7459164,4302,22.92,24.91
924324,3103,27.28,29.65
7596463,4907,14.82,9.75
6904218,1707,7.00,9.00
2037642,8109,17.98,44.00
4968065,3302,29.00,58.00
194048,2007,26.00,59.00
9068414,9103,44.75,44.75
3103610,2104,8.36,8.00
9287872,507,25.87,17.25
1550703,4102,27.50,14.00
6585,7904,19.42,21.11
5069209,3304,9.00,11.00
6186218,1509,14.25,8.12
7058483,6703,9.00,5.99
6316135,1104,20.00,13.50
9354676,7307,51.50,44.64
1011316,5204,27.00,18.44
3317032,5402,17.40,14.75
3153713,2609,22.08,14.00
7528252,2502,17.00,20.00
336506,307,24.77,23.38
554761,2809,14.37,10.56
858662,8202,40.00,39.99
7027895,407,19.80,11.00
313035,102,13.65,16.25
4353289,2502,9.31,20.00
6696159,1104,90.00,49.75
7526641,204,10.75,11.20
1222658,2007,9.30,20.00
5681171,7107,28.66,31.16
4138256,2502,16.00,20.00
159239,3807,31.60,49.99
4408959,3207,6.75,10.04
5370092,1104,12.00,34.00
5104487,2202,23.60,14.75
2467708,5103,16.50,21.00
6983094,9806,9.20,17.25
3694446,5103,11.00,21.75
2501579,8703,16.00,8.75
1638368,4802,26.41,28.70
3227226,2209,3.84,5.00
4166295,3609,23.75,25.82
6837618,1004,11.99,19.00
9436305,4203,27.76,14.17
1228898,2704,25.50,42.88
3706722,1109,21.10,19.81
8519504,209,10.15,50.00
1637899,3204,16.76,18.22
5868634,5602,25.00,19.99
83116,2309,7.85,6.25
6267378,2203,5.75,6.46
4508696,8402,31.91,34.68
9526315,7102,21.25,5.99
4067231,102,34.00,37.50
4166968,1007,2.25,6.00
9637451,807,15.85,22.50
3007299,4902,25.25,13.62
5116967,202,10.00,8.50
1301473,3503,20.50,18.75
9437916,5204,27.40,29.78
9786822,2203,4.20,2.50
6137461,3107,15.50,10.38
9127041,6202,18.70,19.99
3988559,4604,20.79,22.60
696689,2203,3.40,2.00
2254490,2304,22.14,14.00
5886212,1709,9.60,20.00
8558473,1104,52.46,57.03
4788188,4409,21.94,23.85
7720752,1807,7.67,8.34
8907114,802,15.00,9.75
9517934,3607,20.00,14.75
2142885,4707,14.75,14.75
7622626,3204,22.48,15.00
3734761,2202,20.95,22.77
5468157,3109,10.25,13.00
9394522,9304,66.99,42.00
4087358,1607,11.50,12.50
9246028,2609,27.00,14.50
1193355,502,16.75,19.75
9708150,8102,19.77,21.49
6666122,2303,5.50,3.07
9337241,3103,6.90,26.25
318541,6904,14.73,16.02
9330471,8504,19.90,11.25
9822508,4209,14.10,7.99
1247822,5502,13.00,14.00
6237606,3709,24.40,35.00
7110809,1602,16.98,38.00
7479903,3307,18.20,14.50
3068475,302,39.75,39.75
6873039,3103,26.00,16.50
3699014,903,30.00,49.99
456309,8503,18.75,22.50
7433287,2609,16.75,35.00
9264809,6703,54.28,59.00
4807438,2402,28.50,34.50
3166601,402,13.75,14.75
3967433,6403,16.00,19.50
6307897,2409,14.00,17.50
3174044,4209,23.20,25.22
4458002,7503,5.39,10.00
3091151,3302,29.00,29.99
5576418,1003,22.09,24.01
2813943,3702,23.50,15.47
6876934,1607,3.04,2.42
2177837,8404,32.00,39.50
6917310,107,14.00,19.75
3836782,4409,14.00,19.75
5238911,5402,28.29,34.50
2730907,3707,5.00,15.00
5896816,1402,13.50,29.99
2402658,802,9.24,22.00
2204530,3603,6.39,6.94
3918207,4303,5.75,5.99
9108403,9202,10.00,8.50
5157690,3407,8.00,2.99
1001671,907,14.00,15.39
1116029,4309,31.73,17.04
6692958,2607,11.30,8.00
606822,1704,3.36,1.97
3737453,5504,26.00,29.99
6674850,107,13.50,18.55
6456942,2509,3.44,2.03
7146638,3402,24.25,20.00
4147535,4403,8.80,11.00
8478476,504,12.40,29.99
6826974,9503,10.00,12.64
5136503,1502,25.36,20.66
3473867,107,7.50,11.90
1659046,1702,26.98,29.33
8196170,1003,18.00,10.00
1377413,4007,14.50,7.50
3246293,3604,48.75,24.37
4566997,8402,9.00,6.00
5858459,604,33.97,36.92
53018,3009,9.50,21.38
9530088,6904,16.92,38.25
6792430,7302,15.25,20.00
9273741,3502,29.25,28.70
5370378,1004,17.80,42.00
5023083,6202,23.10,20.00
8826709,4007,16.99,18.47
7360325,2009,7.20,16.00
7777442,7907,24.75,24.75
3367625,7404,17.50,22.50
8928322,4804,20.15,32.00
5031199,1904,15.14,16.45
5797426,2303,32.50,32.50
6546279,2209,48.33,25.83
4218356,304,11.75,8.00
357857,603,47.35,51.47
8098717,6304,47.60,29.75
9486694,2009,10.88,4.99
1057749,3007,9.00,10.00
3177348,3003,10.46,15.00
3087807,3204,3.90,9.00
9672485,4004,12.06,7.49
2338546,6202,9.50,5.50
3146964,5504,26.16,28.43
6623279,7004,20.40,9.75
4172352,5603,28.50,30.98
3169701,409,21.75,23.64
1817002,6604,26.55,28.86
9339811,2407,21.83,23.73
8696058,1702,36.08,22.00
8476131,1609,38.64,42.00
4816391,3304,12.95,9.70
7377903,3402,6.84,4.50
9067232,1009,9.90,14.99
6640266,4207,3.27,3.55
7439691,6403,14.20,29.00
8109668,4303,158.84,172.66
6892840,302,13.50,22.50
2988356,1304,13.00,8.50
506576,1709,25.75,17.50
2816921,7402,20.00,14.59
1851628,3307,10.81,11.75
1092110,3103,23.49,4.99
9863252,8409,9.26,10.07
5333041,802,9.00,20.00
5026122,2209,8.00,5.51
3391321,1404,16.00,24.75
1882950,2707,17.25,17.14
9877873,7703,36.75,24.50
5342095,2504,12.41,13.48
5696099,203,16.28,19.53
982850,4309,4.50,3.62
9407635,8602,29.72,32.30
6672995,2303,13.50,5.99
6849997,7502,4.25,9.99
9376782,6202,28.48,30.95
6177940,3902,12.80,8.00
6976427,1104,6.40,4.20
4759579,4207,18.21,49.00
3509635,2907,26.52,28.83
4590224,8007,11.75,36.00
7629703,3902,5.68,29.62
9417158,4007,6.80,5.99
2997410,2907,20.15,13.50
5378515,2602,9.00,13.87
5059524,2504,18.07,19.64
7918514,2907,9.00,9.25
6447032,2804,21.21,23.05
6334285,2909,35.67,22.25
1354024,4003,18.28,19.87
2227227,302,8.75,14.15
4142723,2907,32.09,20.00
9247334,9103,16.83,10.00
2617651,2603,59.50,29.99
1908236,3902,18.00,12.00
5597035,2602,16.36,20.00
2694651,8602,22.98,24.98
1283733,1509,32.00,17.00
4158017,4802,14.25,16.25
9209038,2109,1.90,3.00
5578927,6109,21.05,49.50
3389914,2509,18.00,30.00
7152022,7807,19.00,5.99
8347907,6002,21.35,37.00
8162789,1403,30.00,69.00
8654826,7403,30.82,16.75
5907645,3409,7.50,4.50
8454149,8402,16.76,18.22
7196558,2209,20.21,11.00
2508595,4003,35.98,39.11
7891352,4703,7.74,5.00
9638900,6009,7.50,15.00
6437040,2904,28.50,19.50
1473480,4407,2.90,3.15
9982178,7002,6.50,2.99
7714350,2203,12.00,20.00
9757153,304,15.17,16.49
1686841,1004,22.50,16.00
1836008,2209,3.17,2.47
4028039,7904,110.00,57.50
1596831,7004,68.06,42.00
6777300,6804,9.30,10.11
8744306,5103,11.05,17.62
8938478,302,35.75,42.50
9048207,8503,74.50,79.99
1056771,103,10.75,17.50
8966782,1804,16.75,17.33
6006648,2309,13.50,7.81
2550990,204,14.50,6.99
6324232,2707,15.25,10.48
1751565,8409,18.75,7.99
8077347,3504,14.34,19.50
9827444,2404,6.00,5.99
7098371,4303,31.50,21.50
1278778,6804,30.50,70.00
2297661,2707,10.10,21.50
9067926,6302,14.50,8.00
6014764,2602,6.75,8.13
5587451,603,7.75,10.00
3704419,6009,29.33,17.25
3184078,1502,27.31,17.09
4309672,3002,4.13,4.49
6988642,3507,16.92,19.00
8992068,8309,17.00,9.50
4768307,507,17.00,18.00
9684048,8404,37.96,41.26
8766778,4907,15.50,36.75
7878077,4203,11.40,9.50
4458574,7102,22.38,24.33
5150819,4102,9.67,10.51
4388283,103,18.01,19.58
3521585,4404,18.14,19.72
8068966,7103,13.13,17.50
9414018,8309,34.50,18.75
4596607,707,21.90,36.50
8212566,5002,23.60,14.75
1732050,2407,1.78,5.00
2967373,1602,14.00,19.00
8187280,1202,2.10,0.99
1591468,1709,12.66,13.76
8336447,3103,29.25,23.63
2877363,303,16.28,22.00
4879382,2602,13.50,17.00
1238137,909,27.17,29.53
889231,6503,83.50,79.99
3579335,6402,8.75,6.00
7634210,2102,6.25,4.50
3289586,4209,7.50,19.00
5894105,1007,27.06,17.00
7563919,3607,1.95,1.50
2836518,7702,31.50,69.00
8998981,302,18.00,12.50
2447236,2609,6.92,5.00
9918331,809,49.00,27.50
2118049,8602,95.27,103.55
8488836,2203,9.03,9.82
8638003,9103,27.61,30.01
6944045,2702,16.36,10.00
7836029,8902,52.00,27.50
4622566,9504,27.09,19.75
8154082,3603,26.00,13.71
772528,4607,14.33,29.25
3307898,4902,26.78,29.75
